"","ID","rmax","topt","a","rssq","well","carbon","temp_origin","fermenter"
"184","F11_ribose_22_Fermenter",0.281875221341492,37,11.2142184165083,0.00493482063600837,"F11","ribose","22","Fermenter"
"185","F2_fructose_12.5_Fermenter",0.217436572811876,24.5072919074724,9.82133208530529,0.00646769608446192,"F2","fructose","12.5","Fermenter"
"186","F2_galactose_12.5_Fermenter",0.2199112932178,24.2709857195952,9.16709408551849,0.00269215697463759,"F2","galactose","12.5","Fermenter"
"187","F2_glucose_12.5_Fermenter",0.266520490143593,27.310577422548,9.48578759911828,0.0123730590262651,"F2","glucose","12.5","Fermenter"
"188","F2_ribose_12.5_Fermenter",0.547225413786117,37,5.44868413113475,0.0107194981002409,"F2","ribose","12.5","Fermenter"
"189","F3_fructose_12.5_Fermenter",0.23646310871854,24.0988199611944,8.89407745305986,0.00509666961833501,"F3","fructose","12.5","Fermenter"
"190","F3_galactose_12.5_Fermenter",0.233605806936574,23.7236585929201,9.06269231111537,0.00127300357541815,"F3","galactose","12.5","Fermenter"
"191","F3_glucose_12.5_Fermenter",0.27217461691347,23.8679287903989,7.75293236419316,0.00744893440372933,"F3","glucose","12.5","Fermenter"
"192","F3_ribose_12.5_Fermenter",0.21898782045145,35.0617297095554,16.1974623053345,0.003035084329682,"F3","ribose","12.5","Fermenter"
"193","F4_fructose_42_Fermenter",0.300884777027519,42,17.9225523773055,0.000267349498241136,"F4","fructose","42","Fermenter"
"194","F4_galactose_42_Fermenter",0.225103065129043,35.8829550205119,18.2407298422977,0.00277289605701657,"F4","galactose","42","Fermenter"
"195","F4_glucose_42_Fermenter",0.298382980340168,34.9798530639743,13.6731792609474,0.00146912063453869,"F4","glucose","42","Fermenter"
"196","F4_ribose_42_Fermenter",0.296041979816425,37,9.82059734590292,0.00171364681925351,"F4","ribose","42","Fermenter"
"197","F5_fructose_42_Fermenter",0.304303871843674,34.2611803356865,11.7205330374134,0.00962277836252894,"F5","fructose","42","Fermenter"
"198","F5_galactose_42_Fermenter",0.26127570258575,35.1766164042841,16.9914292855903,0.0020024065486859,"F5","galactose","42","Fermenter"
"199","F5_glucose_42_Fermenter",0.328810087527028,31.4843483402275,10.0310774133477,0.0155770773289404,"F5","glucose","42","Fermenter"
"200","F5_ribose_42_Fermenter",0.280873695015211,37,9.79283975659659,0.00128976267356905,"F5","ribose","42","Fermenter"
"201","F6_fructose_37.7_Fermenter",0.222958937934076,31.5828954243706,10.1838128116787,0.00704129583391227,"F6","fructose","37.7","Fermenter"
"202","F6_galactose_37.7_Fermenter",2.7394170655308,33.6383587280152,1.5664935822181,0.0198566356020075,"F6","galactose","37.7","Fermenter"
"203","F6_glucose_37.7_Fermenter",0.282969183952569,32.0687338040886,8.07886180876174,0.0263852149803445,"F6","glucose","37.7","Fermenter"
